Number,Vc,f,d,Ï•,VB,P,Replicate,Ra,Rz,Rq,Rt,Sm
16,280.0,0.1,0.95,D50,New,Chuck,34,1.27,5.88,1.51,6.58,47.0
17,280.0,0.1,0.95,D50,New,Chuck,34,1.25,5.88,1.5,7.88,70.0
1,220.0,0.08,0.7,D50,New,Chuck,35,0.71,3.61,0.86,3.92,64.0
2,340.0,0.08,0.7,D50,New,Chuck,35,0.82,4.13,0.98,4.65,65.0
3,220.0,0.12,0.7,D50,New,Chuck,35,1.15,5.55,1.36,6.88,117.0
4,340.0,0.12,0.7,D50,New,Chuck,35,1.2,6.16,1.46,8.09,72.0
5,220.0,0.08,1.2,D50,New,Chuck,35,1.16,5.34,1.37,6.05,57.0
6,340.0,0.08,1.2,D50,New,Chuck,35,0.91,5.14,1.15,6.54,41.0
7,220.0,0.12,1.2,D50,New,Chuck,35,1.72,6.98,2.02,8.04,119.0
8,340.0,0.12,1.2,D50,New,Chuck,35,1.58,6.45,1.86,6.99,119.0
9,179.09,0.1,0.95,D50,New,Chuck,35,1.21,5.82,1.49,6.72,88.0
10,380.91,0.1,0.95,D50,New,Chuck,35,0.89,4.55,1.09,6.28,71.0
11,280.0,0.07,0.95,D50,New,Chuck,35,1.32,5.91,1.6,6.79,65.0
12,280.0,0.13,0.95,D50,New,Chuck,35,1.35,6.0,1.6,6.53,129.0
13,280.0,0.1,0.53,D50,New,Chuck,35,1.19,5.15,1.42,5.33,100.0
14,280.0,0.1,1.37,D50,New,Chuck,35,1.17,5.97,1.46,7.08,91.0
15,280.0,0.1,0.95,D50,New,Chuck,35,1.38,1.68,1.68,1.68,53.0
16,280.0,0.1,0.95,D50,New,Chuck,35,1.27,5.55,1.52,6.58,46.0
17,280.0,0.1,0.95,D50,New,Chuck,35,1.11,5.04,1.34,5.4,61.0
1,220.0,0.08,0.7,D50,New,Chuck,36,0.84,3.91,0.99,4.75,69.0
2,340.0,0.08,0.7,D50,New,Chuck,36,0.83,3.73,0.97,4.16,61.0
3,220.0,0.12,0.7,D50,New,Chuck,36,1.12,5.13,1.31,5.37,108.0
4,340.0,0.12,0.7,D50,New,Chuck,36,1.06,5.51,1.29,7.15,48.0
5,220.0,0.08,1.2,D50,New,Chuck,36,1.3,6.02,1.55,8.73,61.0
6,340.0,0.08,1.2,D50,New,Chuck,36,0.8,4.5,0.99,5.73,37.0
7,220.0,0.12,1.2,D50,New,Chuck,36,1.49,6.41,1.77,6.84,121.0
8,340.0,0.12,1.2,D50,New,Chuck,36,1.67,7.95,1.96,7.95,119.0
9,179.09,0.1,0.95,D50,New,Chuck,36,1.16,5.72,1.45,6.89,102.0
10,380.91,0.1,0.95,D50,New,Chuck,36,0.97,5.74,1.27,8.22,85.0
11,280.0,0.07,0.95,D50,New,Chuck,36,1.31,5.8,1.6,6.33,56.0
12,280.0,0.13,0.95,D50,New,Chuck,36,1.37,6.08,1.63,7.1,129.0
13,280.0,0.1,0.53,D50,New,Chuck,36,1.35,5.69,1.56,6.7,98.0
14,280.0,0.1,1.37,D50,New,Chuck,36,1.47,6.78,1.74,9.12,93.0
15,280.0,0.1,0.95,D50,New,Chuck,36,1.25,1.52,1.52,1.52,45.0
16,280.0,0.1,0.95,D50,New,Chuck,36,1.23,5.56,1.48,5.99,51.0
17,280.0,0.1,0.95,D50,New,Chuck,36,1.13,5.33,1.37,6.44,58.0
1,220.0,0.08,0.7,D50,Worn,Live centre,1,2.09,12.25,2.74,18.33,91.0
2,340.0,0.08,0.7,D50,Worn,Live centre,1,1.3,6.99,1.66,13.37,62.0
3,220.0,0.12,0.7,D50,Worn,Live centre,1,1.89,8.38,2.22,9.44,92.0
4,340.0,0.12,0.7,D50,Worn,Live centre,1,1.86,8.18,2.23,8.96,84.0
5,220.0,0.08,1.2,D50,Worn,Live centre,1,1.09,5.62,1.33,7.24,54.0
6,340.0,0.08,1.2,D50,Worn,Live centre,1,1.44,7.63,1.81,12.53,46.0
7,220.0,0.12,1.2,D50,Worn,Live centre,1,1.42,7.3,1.76,8.57,68.0
8,340.0,0.12,1.2,D50,Worn,Live centre,1,1.69,9.19,2.08,16.41,74.0
9,179.09,0.1,0.95,D50,Worn,Live centre,1,1.15,5.71,1.39,7.3,45.0
10,380.91,0.1,0.95,D50,Worn,Live centre,1,1.93,9.68,2.37,11.42,92.0
11,280.0,0.07,0.95,D50,Worn,Live centre,1,1.73,8.35,2.06,9.88,83.0
12,280.0,0.13,0.95,D50,Worn,Live centre,1,2.26,10.0,2.65,12.59,62.0
13,280.0,0.1,0.53,D50,Worn,Live centre,1,2.54,10.83,2.99,16.29,105.0
14,280.0,0.1,1.37,D50,Worn,Live centre,1,1.97,8.89,2.39,11.29,83.0
15,280.0,0.1,0.95,D50,Worn,Live centre,1,2.78,12.77,3.33,25.8,95.0
16,280.0,0.1,0.95,D50,Worn,Live centre,1,2.26,9.61,2.65,11.02,103.0
17,280.0,0.1,0.95,D50,Worn,Live centre,1,3.06,13.75,3.74,21.69,105.0
1,220.0,0.08,0.7,D50,Worn,Live centre,2,1.34,6.82,1.64,8.96,66.0
2,340.0,0.08,0.7,D50,Worn,Live centre,2,1.26,6.44,1.55,13.33,55.0
3,220.0,0.12,0.7,D50,Worn,Live centre,2,1.8,7.94,2.15,8.54,79.0
4,340.0,0.12,0.7,D50,Worn,Live centre,2,1.77,8.26,2.13,9.4,98.0
5,220.0,0.08,1.2,D50,Worn,Live centre,2,1.08,5.89,1.37,10.02,63.0
6,340.0,0.08,1.2,D50,Worn,Live centre,2,1.38,6.85,1.7,9.08,50.0
7,220.0,0.12,1.2,D50,Worn,Live centre,2,2.07,10.35,2.6,16.47,87.0
8,340.0,0.12,1.2,D50,Worn,Live centre,2,1.57,7.78,1.93,9.23,82.0
9,179.09,0.1,0.95,D50,Worn,Live centre,2,1.39,7.46,1.7,9.81,40.0
10,380.91,0.1,0.95,D50,Worn,Live centre,2,2.4,11.72,3.02,144.17,79.0
11,280.0,0.07,0.95,D50,Worn,Live centre,2,2.46,11.55,2.98,19.8,99.0
12,280.0,0.13,0.95,D50,Worn,Live centre,2,2.2,10.6,2.69,13.14,70.0
13,280.0,0.1,0.53,D50,Worn,Live centre,2,2.2,9.23,2.55,11.99,90.0
14,280.0,0.1,1.37,D50,Worn,Live centre,2,2.15,9.28,2.54,10.66,79.0
15,280.0,0.1,0.95,D50,Worn,Live centre,2,2.46,12.01,3.01,17.35,87.0
16,280.0,0.1,0.95,D50,Worn,Live centre,2,2.05,8.07,2.34,10.07,92.0
17,280.0,0.1,0.95,D50,Worn,Live centre,2,2.55,11.19,3.03,15.23,112.0
1,220.0,0.08,0.7,D50,Worn,Live centre,3,1.65,8.76,20.4,15.79,77.0
2,340.0,0.08,0.7,D50,Worn,Live centre,3,0.97,5.06,1.21,6.58,60.0
3,220.0,0.12,0.7,D50,Worn,Live centre,3,1.77,8.06,2.13,8.55,75.0
4,340.0,0.12,0.7,D50,Worn,Live centre,3,2.09,10.18,2.57,14.64,63.0
5,220.0,0.08,1.2,D50,Worn,Live centre,3,0.96,5.58,1.19,6.59,48.0
6,340.0,0.08,1.2,D50,Worn,Live centre,3,1.52,7.47,1.88,10.86,59.0
7,220.0,0.12,1.2,D50,Worn,Live centre,3,2.27,10.18,2.76,16.82,98.0
8,340.0,0.12,1.2,D50,Worn,Live centre,3,1.42,6.5,1.72,7.71,69.0
9,179.09,0.1,0.95,D50,Worn,Live centre,3,1.63,7.73,1.96,11.07,46.0
10,380.91,0.1,0.95,D50,Worn,Live centre,3,1.65,8.24,1.99,9.75,66.0
11,280.0,0.07,0.95,D50,Worn,Live centre,3,1.51,7.26,1.79,8.0,80.0
12,280.0,0.13,0.95,D50,Worn,Live centre,3,2.63,11.57,3.09,13.94,64.0
13,280.0,0.1,0.53,D50,Worn,Live centre,3,2.21,10.23,2.64,13.1,94.0
14,280.0,0.1,1.37,D50,Worn,Live centre,3,2.44,10.51,2.88,13.91,86.0
15,280.0,0.1,0.95,D50,Worn,Live centre,3,2.3,10.13,2.72,12.93,96.0
16,280.0,0.1,0.95,D50,Worn,Live centre,3,2.07,9.87,2.51,12.22,96.0
17,280.0,0.1,0.95,D50,Worn,Live centre,3,2.15,8.68,2.49,12.08,101.0
1,220.0,0.08,0.7,D50,Worn,Live centre,4,1.51,7.38,1.82,9.05,73.0
2,340.0,0.08,0.7,D50,Worn,Live centre,4,2.07,11.46,2.73,15.12,78.0
3,220.0,0.12,0.7,D50,Worn,Live centre,4,2.19,9.79,2.63,15.24,120.0
4,340.0,0.12,0.7,D50,Worn,Live centre,4,2.11,11.52,2.7,18.32,64.0
5,220.0,0.08,1.2,D50,Worn,Live centre,4,1.06,5.45,1.3,7.1,50.0
6,340.0,0.08,1.2,D50,Worn,Live centre,4,1.01,5.57,1.25,6.76,39.0
7,220.0,0.12,1.2,D50,Worn,Live centre,4,1.65,7.62,1.97,10.74,77.0
8,340.0,0.12,1.2,D50,Worn,Live centre,4,1.62,7.9,1.97,13.17,72.0
9,179.09,0.1,0.95,D50,Worn,Live centre,4,1.23,6.16,1.48,7.62,52.0
10,380.91,0.1,0.95,D50,Worn,Live centre,4,1.97,9.43,2.39,13.37,96.0
11,280.0,0.07,0.95,D50,Worn,Live centre,4,1.93,7.85,2.23,10.18,96.0
12,280.0,0.13,0.95,D50,Worn,Live centre,4,2.18,8.94,2.5,9.76,61.0
13,280.0,0.1,0.53,D50,Worn,Live centre,4,2.62,11.07,3.06,13.76,100.0
14,280.0,0.1,1.37,D50,Worn,Live centre,4,1.75,8.28,2.12,10.2,84.0
15,280.0,0.1,0.95,D50,Worn,Live centre,4,2.57,10.69,3.01,15.76,92.0
16,280.0,0.1,0.95,D50,Worn,Live centre,4,2.49,10.0,2.87,12.11,84.0
17,280.0,0.1,0.95,D50,Worn,Live centre,4,2.37,10.02,2.8,13.31,85.0
1,220.0,0.08,0.7,D50,Worn,Live centre,5,2.07,12.23,2.62,19.21,70.0
2,340.0,0.08,0.7,D50,Worn,Live centre,5,1.74,9.29,2.21,13.4,62.0
3,220.0,0.12,0.7,D50,Worn,Live centre,5,2.02,9.62,2.42,10.9,90.0
4,340.0,0.12,0.7,D50,Worn,Live centre,5,1.95,9.38,2.39,12.32,67.0
5,220.0,0.08,1.2,D50,Worn,Live centre,5,1.0,5.37,1.24,6.68,53.0
6,340.0,0.08,1.2,D50,Worn,Live centre,5,2.17,9.74,2.58,15.24,78.0
7,220.0,0.12,1.2,D50,Worn,Live centre,5,1.77,8.73,2.18,11.06,74.0
8,340.0,0.12,1.2,D50,Worn,Live centre,5,1.61,8.69,1.99,12.35,46.0
9,179.09,0.1,0.95,D50,Worn,Live centre,5,1.37,6.67,1.65,8.68,47.0
10,380.91,0.1,0.95,D50,Worn,Live centre,5,1.69,8.24,2.03,9.99,94.0
11,280.0,0.07,0.95,D50,Worn,Live centre,5,1.87,7.93,2.15,12.1,114.0
12,280.0,0.13,0.95,D50,Worn,Live centre,5,2.56,11.68,3.03,18.3,67.0
13,280.0,0.1,0.53,D50,Worn,Live centre,5,1.99,9.39,2.39,12.12,86.0
14,280.0,0.1,1.37,D50,Worn,Live centre,5,2.01,9.3,2.43,10.36,87.0
15,280.0,0.1,0.95,D50,Worn,Live centre,5,2.41,10.29,2.77,11.09,99.0
16,280.0,0.1,0.95,D50,Worn,Live centre,5,2.24,9.68,2.65,12.45,89.0
17,280.0,0.1,0.95,D50,Worn,Live centre,5,2.18,9.62,2.53,11.77,84.0
1,220.0,0.08,0.7,D50,Worn,Live centre,6,1.79,9.06,2.26,14.25,72.0
2,340.0,0.08,0.7,D50,Worn,Live centre,6,1.49,8.53,1.93,13.12,63.0
3,220.0,0.12,0.7,D50,Worn,Live centre,6,1.65,8.13,2.0,9.19,98.0
4,340.0,0.12,0.7,D50,Worn,Live centre,6,1.63,7.88,2.0,8.99,71.0
5,220.0,0.08,1.2,D50,Worn,Live centre,6,1.37,7.0,1.69,11.53,48.0
6,340.0,0.08,1.2,D50,Worn,Live centre,6,1.47,7.51,1.84,10.07,41.0
7,220.0,0.12,1.2,D50,Worn,Live centre,6,1.48,7.08,1.79,8.92,80.0
8,340.0,0.12,1.2,D50,Worn,Live centre,6,1.58,7.76,1.96,10.06,66.0
9,179.09,0.1,0.95,D50,Worn,Live centre,6,1.41,6.98,1.68,9.03,68.0
10,380.91,0.1,0.95,D50,Worn,Live centre,6,1.88,9.14,2.28,10.47,85.0
11,280.0,0.07,0.95,D50,Worn,Live centre,6,2.57,13.72,3.27,23.43,74.0
12,280.0,0.13,0.95,D50,Worn,Live centre,6,2.57,11.87,3.09,20.67,59.0
13,280.0,0.1,0.53,D50,Worn,Live centre,6,1.87,9.12,2.27,10.64,95.0
14,280.0,0.1,1.37,D50,Worn,Live centre,6,1.99,8.56,2.36,9.18,85.0
15,280.0,0.1,0.95,D50,Worn,Live centre,6,2.4,10.85,2.82,12.8,98.0
16,280.0,0.1,0.95,D50,Worn,Live centre,6,2.39,10.57,2.83,18.1,91.0
17,280.0,0.1,0.95,D50,Worn,Live centre,6,2.4,9.91,2.8,10.95,92.0
1,220.0,0.08,0.7,D50,Worn,Live centre,7,1.23,6.4,1.49,7.78,71.0
2,340.0,0.08,0.7,D50,Worn,Live centre,7,0.94,4.75,1.15,5.5,57.0
3,220.0,0.12,0.7,D50,Worn,Live centre,7,1.86,7.93,2.2,8.66,107.0
4,340.0,0.12,0.7,D50,Worn,Live centre,7,1.9,9.3,2.36,12.26,91.0
5,220.0,0.08,1.2,D50,Worn,Live centre,7,2.11,10.48,2.74,18.17,61.0
6,340.0,0.08,1.2,D50,Worn,Live centre,7,1.27,7.28,1.64,9.45,56.0
7,220.0,0.12,1.2,D50,Worn,Live centre,7,1.75,9.69,2.28,17.0,78.0
8,340.0,0.12,1.2,D50,Worn,Live centre,7,1.38,7.06,1.69,8.3,56.0
9,179.09,0.1,0.95,D50,Worn,Live centre,7,1.53,7.61,1.85,10.38,53.0
10,380.91,0.1,0.95,D50,Worn,Live centre,7,1.66,7.39,1.98,9.16,86.0
11,280.0,0.07,0.95,D50,Worn,Live centre,7,2.14,9.15,2.48,18.92,81.0
12,280.0,0.13,0.95,D50,Worn,Live centre,7,2.35,11.69,2.81,13.81,59.0
13,280.0,0.1,0.53,D50,Worn,Live centre,7,2.08,8.58,2.43,9.77,73.0
14,280.0,0.1,1.37,D50,Worn,Live centre,7,2.53,10.53,2.93,16.4,107.0
15,280.0,0.1,0.95,D50,Worn,Live centre,7,2.33,9.6,2.67,11.37,97.0
16,280.0,0.1,0.95,D50,Worn,Live centre,7,2.34,9.48,2.73,11.43,96.0
17,280.0,0.1,0.95,D50,Worn,Live centre,7,2.29,9.85,2.72,11.17,92.0
1,220.0,0.08,0.7,D50,Worn,Live centre,8,1.58,7.55,1.94,12.81,76.0
2,340.0,0.08,0.7,D50,Worn,Live centre,8,1.58,8.48,2.04,13.5,56.0
3,220.0,0.12,0.7,D50,Worn,Live centre,8,1.77,8.19,2.12,8.79,79.0
4,340.0,0.12,0.7,D50,Worn,Live centre,8,1.85,8.65,2.24,10.68,95.0
5,220.0,0.08,1.2,D50,Worn,Live centre,8,1.45,7.73,1.83,10.59,51.0
6,340.0,0.08,1.2,D50,Worn,Live centre,8,1.25,6.66,1.56,9.11,81.0
7,220.0,0.12,1.2,D50,Worn,Live centre,8,1.82,8.91,2.26,17.22,101.0
8,340.0,0.12,1.2,D50,Worn,Live centre,8,1.44,7.07,1.79,8.71,75.0
9,179.09,0.1,0.95,D50,Worn,Live centre,8,1.45,7.16,1.73,9.05,57.0
10,380.91,0.1,0.95,D50,Worn,Live centre,8,2.07,10.03,2.6,14.54,78.0
11,280.0,0.07,0.95,D50,Worn,Live centre,8,2.4,9.73,2.78,14.44,85.0
12,280.0,0.13,0.95,D50,Worn,Live centre,8,2.07,8.26,2.35,9.49,65.0
13,280.0,0.1,0.53,D50,Worn,Live centre,8,2.13,9.64,2.56,11.36,89.0
14,280.0,0.1,1.37,D50,Worn,Live centre,8,1.87,8.8,2.25,10.53,89.0
15,280.0,0.1,0.95,D50,Worn,Live centre,8,2.25,10.37,2.66,12.6,93.0
16,280.0,0.1,0.95,D50,Worn,Live centre,8,2.06,9.11,2.41,1.87,78.0
17,280.0,0.1,0.95,D50,Worn,Live centre,8,3.07,14.59,3.64,23.72,107.0
1,220.0,0.08,0.7,D50,Worn,Live centre,9,1.52,8.17,1.94,14.28,75.0
2,340.0,0.08,0.7,D50,Worn,Live centre,9,1.63,8.79,2.15,14.59,59.0
3,220.0,0.12,0.7,D50,Worn,Live centre,9,1.74,7.8,2.1,10.37,66.0
4,340.0,0.12,0.7,D50,Worn,Live centre,9,1.7,8.05,2.06,9.02,50.0
5,220.0,0.08,1.2,D50,Worn,Live centre,9,1.09,6.13,1.37,8.03,54.0
6,340.0,0.08,1.2,D50,Worn,Live centre,9,1.3,6.79,1.61,8.02,58.0
7,220.0,0.12,1.2,D50,Worn,Live centre,9,1.52,7.4,1.84,9.25,69.0
8,340.0,0.12,1.2,D50,Worn,Live centre,9,1.41,7.87,1.75,8.09,56.0
9,179.09,0.1,0.95,D50,Worn,Live centre,9,1.67,9.14,2.03,11.85,57.0
10,380.91,0.1,0.95,D50,Worn,Live centre,9,1.73,9.06,2.13,11.13,77.0
11,280.0,0.07,0.95,D50,Worn,Live centre,9,2.43,11.28,2.84,21.02,80.0
12,280.0,0.13,0.95,D50,Worn,Live centre,9,2.17,9.82,2.54,11.99,59.0
13,280.0,0.1,0.53,D50,Worn,Live centre,9,2.53,12.75,3.25,21.37,83.0
14,280.0,0.1,1.37,D50,Worn,Live centre,9,2.11,9.07,2.5,12.49,91.0
15,280.0,0.1,0.95,D50,Worn,Live centre,9,2.38,9.08,2.71,12.46,90.0
16,280.0,0.1,0.95,D50,Worn,Live centre,9,2.14,9.86,2.54,13.27,85.0
17,280.0,0.1,0.95,D50,Worn,Live centre,9,2.87,13.21,3.39,19.52,90.0
1,220.0,0.08,0.7,D50,Worn,Live centre,10,1.31,6.94,1.63,12.03,66.0
2,340.0,0.08,0.7,D50,Worn,Live centre,10,0.98,5.57,1.23,7.57,52.0
3,220.0,0.12,0.7,D50,Worn,Live centre,10,1.84,9.03,2.25,10.12,71.0
4,340.0,0.12,0.7,D50,Worn,Live centre,10,1.9,8.86,2.31,10.25,72.0
5,220.0,0.08,1.2,D50,Worn,Live centre,10,1.49,9.0,2.0,14.12,52.0
6,340.0,0.08,1.2,D50,Worn,Live centre,10,1.71,8.31,2.1,11.26,71.0
7,220.0,0.12,1.2,D50,Worn,Live centre,10,1.37,6.89,1.66,8.71,75.0
8,340.0,0.12,1.2,D50,Worn,Live centre,10,1.37,6.41,1.66,7.11,75.0
9,179.09,0.1,0.95,D50,Worn,Live centre,10,1.32,5.54,1.58,9.05,42.0
10,380.91,0.1,0.95,D50,Worn,Live centre,10,1.85,9.17,2.27,11.34,97.0
11,280.0,0.07,0.95,D50,Worn,Live centre,10,2.14,9.31,2.53,11.68,82.0
12,280.0,0.13,0.95,D50,Worn,Live centre,10,2.25,10.78,2.7,15.2,65.0
13,280.0,0.1,0.53,D50,Worn,Live centre,10,2.18,9.72,2.61,14.16,73.0
14,280.0,0.1,1.37,D50,Worn,Live centre,10,1.77,8.07,2.15,9.35,80.0
15,280.0,0.1,0.95,D50,Worn,Live centre,10,2.38,10.08,2.77,10.61,100.0
16,280.0,0.1,0.95,D50,Worn,Live centre,10,1.92,8.56,2.3,9.97,95.0
17,280.0,0.1,0.95,D50,Worn,Live centre,10,2.31,9.71,2.72,11.35,75.0
1,220.0,0.08,0.7,D50,Worn,Live centre,11,1.16,6.09,1.42,7.38,63.0
2,340.0,0.08,0.7,D50,Worn,Live centre,11,1.13,6.17,1.46,10.68,51.0
3,220.0,0.12,0.7,D50,Worn,Live centre,11,1.89,8.62,2.26,10.69,84.0
4,340.0,0.12,0.7,D50,Worn,Live centre,11,1.78,8.05,2.18,9.26,69.0
5,220.0,0.08,1.2,D50,Worn,Live centre,11,1.47,8.94,1.99,22.97,53.0
6,340.0,0.08,1.2,D50,Worn,Live centre,11,1.64,7.44,1.93,8.68,76.0
7,220.0,0.12,1.2,D50,Worn,Live centre,11,1.63,7.67,1.95,9.21,96.0
8,340.0,0.12,1.2,D50,Worn,Live centre,11,1.8,9.12,2.24,16.44,111.0
9,179.09,0.1,0.95,D50,Worn,Live centre,11,1.33,6.62,1.59,8.38,43.0
10,380.91,0.1,0.95,D50,Worn,Live centre,11,2.18,10.56,2.63,17.34,94.0
11,280.0,0.07,0.95,D50,Worn,Live centre,11,2.6,11.79,3.05,17.46,117.0
12,280.0,0.13,0.95,D50,Worn,Live centre,11,2.27,9.92,2.67,14.97,58.0
13,280.0,0.1,0.53,D50,Worn,Live centre,11,2.39,10.91,2.88,20.05,80.0
14,280.0,0.1,1.37,D50,Worn,Live centre,11,2.22,9.89,2.62,13.57,68.0
15,280.0,0.1,0.95,D50,Worn,Live centre,11,2.31,10.47,2.72,15.99,89.0
16,280.0,0.1,0.95,D50,Worn,Live centre,11,2.2,8.92,2.55,10.4,96.0
17,280.0,0.1,0.95,D50,Worn,Live centre,11,2.62,11.88,3.15,16.83,102.0
1,220.0,0.08,0.7,D50,Worn,Live centre,12,1.09,5.91,1.35,9.62,66.0
2,340.0,0.08,0.7,D50,Worn,Live centre,12,1.28,6.61,1.59,10.01,63.0
3,220.0,0.12,0.7,D50,Worn,Live centre,12,1.71,7.97,2.03,9.89,101.0
4,340.0,0.12,0.7,D50,Worn,Live centre,12,1.84,8.62,2.27,9.35,85.0
5,220.0,0.08,1.2,D50,Worn,Live centre,12,1.48,7.68,1.9,10.99,56.0
6,340.0,0.08,1.2,D50,Worn,Live centre,12,1.5,7.7,1.82,10.51,66.0
7,220.0,0.12,1.2,D50,Worn,Live centre,12,1.48,7.06,1.76,8.26,102.0
8,340.0,0.12,1.2,D50,Worn,Live centre,12,1.61,7.73,1.94,12.13,68.0
9,179.09,0.1,0.95,D50,Worn,Live centre,12,1.31,7.51,1.64,8.65,46.0
10,380.91,0.1,0.95,D50,Worn,Live centre,12,2.53,12.03,3.06,18.37,89.0
11,280.0,0.07,0.95,D50,Worn,Live centre,12,2.12,7.36,2.54,13.79,79.0
12,280.0,0.13,0.95,D50,Worn,Live centre,12,2.44,11.4,2.94,15.69,54.0
13,280.0,0.1,0.53,D50,Worn,Live centre,12,1.97,8.86,2.36,10.96,84.0
14,280.0,0.1,1.37,D50,Worn,Live centre,12,2.24,9.04,2.59,10.03,103.0
15,280.0,0.1,0.95,D50,Worn,Live centre,12,2.45,10.72,2.9,14.86,84.0
16,280.0,0.1,0.95,D50,Worn,Live centre,12,2.13,9.01,2.48,13.47,99.0
17,280.0,0.1,0.95,D50,Worn,Live centre,12,2.52,11.68,3.11,18.24,87.0
1,220.0,0.08,0.7,D50,Worn,Middle,13,1.39,7.4,1.75,14.55,57.0
2,340.0,0.08,0.7,D50,Worn,Middle,13,1.68,7.96,2.0,10.7,81.0
3,220.0,0.12,0.7,D50,Worn,Middle,13,2.4,11.78,2.96,17.15,93.0
4,340.0,0.12,0.7,D50,Worn,Middle,13,2.78,10.96,3.2,12.41,128.0
5,220.0,0.08,1.2,D50,Worn,Middle,13,1.52,6.88,1.79,9.39,75.0
6,340.0,0.08,1.2,D50,Worn,Middle,13,1.31,7.01,1.64,7.89,52.0
7,220.0,0.12,1.2,D50,Worn,Middle,13,1.59,6.95,1.94,7.84,84.0
8,340.0,0.12,1.2,D50,Worn,Middle,13,1.58,7.03,1.93,7.56,67.0
9,179.09,0.1,0.95,D50,Worn,Middle,13,1.69,7.74,2.05,9.34,55.0
10,380.91,0.1,0.95,D50,Worn,Middle,13,2.11,9.53,2.46,10.86,96.0
11,280.0,0.07,0.95,D50,Worn,Middle,13,3.02,15.92,3.87,21.07,74.0
12,280.0,0.13,0.95,D50,Worn,Middle,13,2.12,8.05,2.35,8.56,63.0
13,280.0,0.1,0.53,D50,Worn,Middle,13,2.34,9.08,2.71,10.38,96.0
14,280.0,0.1,1.37,D50,Worn,Middle,13,2.6,10.62,2.97,13.6,91.0
15,280.0,0.1,0.95,D50,Worn,Middle,13,2.38,9.42,2.7,11.03,102.0
16,280.0,0.1,0.95,D50,Worn,Middle,13,2.18,8.86,2.52,10.79,91.0
17,280.0,0.1,0.95,D50,Worn,Middle,13,2.68,11.5,3.14,15.54,89.0
1,220.0,0.08,0.7,D50,Worn,Middle,14,2.03,12.65,2.7,20.14,69.0
2,340.0,0.08,0.7,D50,Worn,Middle,14,2.47,12.19,3.07,19.25,79.0
3,220.0,0.12,0.7,D50,Worn,Middle,14,2.25,10.95,2.74,14.34,80.0
4,340.0,0.12,0.7,D50,Worn,Middle,14,2.59,12.02,3.1,15.38,90.0
5,220.0,0.08,1.2,D50,Worn,Middle,14,1.51,6.82,1.78,9.35,75.0
6,340.0,0.08,1.2,D50,Worn,Middle,14,1.3,6.95,1.61,9.45,56.0
7,220.0,0.12,1.2,D50,Worn,Middle,14,1.48,7.18,1.82,8.25,83.0
8,340.0,0.12,1.2,D50,Worn,Middle,14,1.56,6.65,1.88,7.12,69.0
9,179.09,0.1,0.95,D50,Worn,Middle,14,1.52,7.77,1.86,10.09,63.0
10,380.91,0.1,0.95,D50,Worn,Middle,14,1.67,7.28,1.99,8.28,66.0
11,280.0,0.07,0.95,D50,Worn,Middle,14,1.93,6.94,2.15,7.41,71.0
12,280.0,0.13,0.95,D50,Worn,Middle,14,1.99,7.71,2.22,8.44,62.0
13,280.0,0.1,0.53,D50,Worn,Middle,14,2.43,8.03,2.74,8.62,101.0
14,280.0,0.1,1.37,D50,Worn,Middle,14,2.37,8.74,2.73,9.56,93.0
15,280.0,0.1,0.95,D50,Worn,Middle,14,2.04,7.29,2.32,8.03,95.0
16,280.0,0.1,0.95,D50,Worn,Middle,14,2.24,7.48,2.51,7.96,101.0
17,280.0,0.1,0.95,D50,Worn,Middle,14,2.28,9.5,2.67,11.72,92.0
1,220.0,0.08,0.7,D50,Worn,Middle,15,2.3,12.04,2.93,18.8,97.0
2,340.0,0.08,0.7,D50,Worn,Middle,15,2.46,14.51,3.17,20.39,74.0
3,220.0,0.12,0.7,D50,Worn,Middle,15,2.15,9.36,2.57,10.65,66.0
4,340.0,0.12,0.7,D50,Worn,Middle,15,2.57,10.2,3.01,11.01,89.0
5,220.0,0.08,1.2,D50,Worn,Middle,15,1.65,7.62,1.98,10.02,54.0
6,340.0,0.08,1.2,D50,Worn,Middle,15,1.24,7.01,1.58,9.45,46.0
7,220.0,0.12,1.2,D50,Worn,Middle,15,1.63,7.2,1.98,7.87,96.0
8,340.0,0.12,1.2,D50,Worn,Middle,15,1.6,7.05,1.92,7.53,86.0
9,179.09,0.1,0.95,D50,Worn,Middle,15,1.7,7.9,2.05,10.78,63.0
10,380.91,0.1,0.95,D50,Worn,Middle,15,1.77,7.78,2.09,10.56,76.0
11,280.0,0.07,0.95,D50,Worn,Middle,15,1.71,6.56,1.95,7.03,69.0
12,280.0,0.13,0.95,D50,Worn,Middle,15,1.94,7.52,2.18,8.34,62.0
13,280.0,0.1,0.53,D50,Worn,Middle,15,2.39,8.06,2.71,8.43,101.0
14,280.0,0.1,1.37,D50,Worn,Middle,15,2.29,8.58,2.66,9.43,94.0
15,280.0,0.1,0.95,D50,Worn,Middle,15,2.09,7.18,2.37,7.5,92.0
16,280.0,0.1,0.95,D50,Worn,Middle,15,2.19,7.18,2.45,7.42,101.0
17,280.0,0.1,0.95,D50,Worn,Middle,15,2.31,8.0,2.61,8.33,94.0
1,220.0,0.08,0.7,D50,Worn,Middle,16,1.57,8.27,1.96,16.28,72.0
2,340.0,0.08,0.7,D50,Worn,Middle,16,2.09,9.68,2.54,20.39,78.0
