Number,Vc,f,ap,Stiffness,Wear,Position,Block,Ra,Ry,Rz,Rq,Rt,Sm
7,220.00,0.12,1.20,D30,Worn,CE,Run 16,1.91,13.16,10.79,2.37,13.25,77.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 16,3.95,31.38,25.70,5.42,32.12,120.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 16,1.93,13.62,11.99,2.38,15.53,106.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 16,2.24,12.09,11.56,2.75,12.38,85.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 16,1.16,12.75,7.18,1.49,12.75,76.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 16,1.75,11.64,10.56,2.34,11.64,83.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 16,1.61,8.93,8.14,1.92,9.24,83.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 16,2.99,20.19,16.23,3.77,20.70,101.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 16,2.85,22.73,15.92,3.47,22.73,106.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 16,3.12,22.83,17.70,3.85,22.83,108.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 16,2.89,15.51,14.70,3.51,15.73,120.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 17,0.70,4.14,3.99,0.86,4.37,60.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 17,1.78,13.06,9.71,2.16,13.06,88.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 17,1.93,10.91,10.34,2.43,11.15,97.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 17,1.84,10.11,9.50,2.32,10.11,91.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 17,1.49,12.31,9.98,1.91,13.08,70.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 17,3.32,20.00,17.56,4.14,20.00,183.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 17,1.75,11.01,10.04,2.22,11.04,71.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 17,3.04,21.72,17.40,3.77,22.85,134.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 17,1.88,11.32,10.73,2.30,12.08,86.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 17,2.30,13.32,12.61,2.86,13.62,98.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 17,1.09,10.86,8.29,1.47,12.12,75.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 17,1.86,12.44,10.73,2.43,12.60,96.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 17,1.41,7.30,6.81,1.66,7.91,87.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 17,2.91,24.91,16.21,3.69,24.91,99.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 17,2.52,16.07,13.37,3.03,17.03,113.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 17,2.81,14.73,14.04,3.33,15.11,106.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 17,2.88,18.91,14.25,3.48,19.67,106.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 18,0.62,3.59,3.33,0.78,3.59,43.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 18,1.98,13.92,11.33,2.42,14.51,125.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 18,1.81,10.94,9.41,2.30,10.94,104.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 18,1.80,9.23,9.08,2.25,9.39,94.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 18,1.37,13.19,9.90,1.78,13.19,64.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 18,2.95,16.62,15.41,3.63,18.39,110.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 18,1.83,11.00,10.05,2.32,11.03,78.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 18,2.44,17.68,14.52,3.03,18.78,105.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 18,1.57,11.93,10.33,2.02,12.66,61.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 18,2.28,13.59,12.49,2.82,14.94,93.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 18,1.02,10.99,6.71,1.31,10.99,65.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 18,1.62,10.04,9.39,2.22,10.51,100.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 18,1.76,16.37,9.56,2.18,16.43,87.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 18,2.47,19.09,13.35,2.98,19.09,97.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 18,2.96,24.59,17.42,3.71,24.61,99.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 18,2.25,18.33,11.54,2.68,18.33,96.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 18,3.41,29.20,18.96,4.38,29.20,112.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 19,0.81,4.38,4.16,0.99,4.69,63.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 19,1.61,11.02,9.10,1.97,12.40,89.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 19,1.56,9.23,8.91,2.04,9.44,86.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 19,1.70,9.88,9.14,2.19,9.93,95.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 19,1.41,11.36,9.96,1.82,12.58,70.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 19,3.58,20.62,18.18,4.41,20.86,152.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 19,1.92,12.16,10.67,2.40,12.16,71.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 19,3.89,36.78,21.66,4.94,36.78,133.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 19,2.00,14.63,11.73,2.45,14.87,94.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 19,2.49,15.70,13.59,3.02,16.68,96.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 19,1.14,7.37,6.51,1.40,7.87,83.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 19,1.74,10.29,9.95,2.31,10.92,88.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 19,1.58,10.27,8.03,1.88,10.27,83.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 19,2.58,20.92,15.41,3.23,20.92,97.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 19,3.07,23.24,17.45,3.76,24.23,120.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 19,3.18,21.92,17.97,3.88,21.99,135.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 19,2.97,15.49,14.69,3.55,16.10,129.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 20,0.64,3.36,3.27,0.81,3.52,58.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 20,2.31,20.43,13.08,2.96,20.43,100.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 20,1.72,11.96,9.78,2.25,11.96,84.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 20,1.80,10.00,9.40,2.27,10.01,111.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 20,1.57,11.90,10.24,1.98,13.67,75.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 20,2.98,17.78,16.07,3.77,18.32,136.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 20,2.26,23.13,13.49,2.94,23.13,75.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 20,3.36,32.83,20.11,4.40,32.83,133.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 20,1.89,12.18,10.38,2.29,12.74,102.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 20,2.40,17.62,14.13,3.06,17.97,93.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 20,1.06,8.29,6.57,1.32,8.34,75.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 20,1.79,13.04,10.17,2.40,13.04,98.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 20,1.55,8.36,7.49,1.83,8.36,90.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 20,2.46,17.94,12.89,2.95,19.88,99.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 20,2.76,20.20,16.21,3.43,20.20,104.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 20,3.47,23.22,19.14,4.31,23.91,114.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 20,3.07,30.26,17.22,3.89,30.57,107.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 21,0.85,4.88,4.40,1.04,5.28,68.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 21,2.17,14.33,11.67,2.64,14.93,151.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 21,1.86,13.44,10.42,2.38,13.44,86.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 21,1.77,10.68,9.34,2.24,10.73,107.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 21,1.24,11.89,9.30,1.58,12.55,70.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 21,2.91,19.86,16.66,3.64,20.70,103.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 21,2.06,17.99,12.87,2.67,18.29,79.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 21,2.70,33.27,17.20,3.66,33.96,110.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 21,1.48,10.25,9.53,1.93,11.27,55.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 21,2.72,16.00,14.00,3.24,17.40,109.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 21,0.95,6.59,5.56,1.17,7.41,60.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 21,1.63,9.73,9.27,2.19,9.92,89.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 21,1.63,8.48,7.56,1.88,9.78,85.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 21,2.34,11.13,10.27,2.71,11.78,94.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 21,2.40,16.24,12.89,2.89,16.56,97.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 21,2.75,22.22,15.08,3.45,23.27,100.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 21,3.38,27.52,21.38,4.57,28.37,104.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 22,0.95,5.28,4.69,1.14,5.71,77.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 22,1.53,10.59,8.53,1.85,12.05,92.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 22,1.70,9.96,9.43,2.17,10.10,100.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 22,1.82,10.05,9.70,2.31,10.23,99.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 22,1.42,10.87,9.53,1.80,12.16,71.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 22,3.23,17.33,15.96,3.91,17.66,113.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 22,1.87,11.61,10.70,2.37,12.33,81.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 22,3.35,25.83,18.54,4.06,27.01,131.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 22,2.46,23.64,14.77,3.13,23.64,125.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 22,2.46,13.09,12.65,2.98,13.10,107.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 22,1.31,11.54,8.89,1.74,12.55,95.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 22,1.57,10.26,9.65,2.16,10.46,83.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 22,1.74,19.61,9.89,2.19,19.61,92.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 22,2.63,19.39,14.47,3.25,19.42,110.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 22,3.01,22.88,16.19,3.64,22.88,113.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 22,3.35,26.68,18.88,4.26,26.68,119.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 22,2.64,13.89,12.86,3.17,14.14,123.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 23,0.83,4.46,4.14,1.02,4.64,69.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 23,1.71,15.48,9.55,2.11,15.59,95.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 23,1.68,12.75,9.96,2.19,12.75,78.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 23,1.88,9.62,9.04,2.34,9.78,100.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 23,1.36,9.10,7.84,1.64,9.18,73.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 23,2.93,16.23,15.32,3.60,17.63,124.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 23,1.99,16.22,11.63,2.49,16.31,87.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 23,3.27,27.09,20.05,4.19,27.59,111.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 23,1.83,11.34,10.52,2.25,11.82,89.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 23,2.21,12.84,11.69,2.69,12.84,97.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 23,0.81,6.33,5.19,1.01,6.33,63.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 23,1.71,13.83,10.61,2.29,13.83,89.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 23,2.00,25.53,11.96,2.57,25.53,106.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 23,2.94,28.60,15.74,3.69,28.60,117.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 23,2.81,17.70,15.24,3.42,17.84,109.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 23,3.03,26.02,17.94,3.88,26.36,90.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 23,2.52,14.18,12.92,3.03,14.66,104.00
1,220.00,0.08,0.70,D30,Worn,CE,Run 24,0.67,3.63,3.42,0.83,3.80,52.00
2,340.00,0.08,0.70,D30,Worn,CE,Run 24,2.03,12.73,10.93,2.44,13.22,161.00
3,220.00,0.12,0.70,D30,Worn,CE,Run 24,1.70,9.34,9.13,2.20,9.64,91.00
4,340.00,0.12,0.70,D30,Worn,CE,Run 24,1.83,10.44,9.73,2.33,11.23,109.00
5,220.00,0.08,1.20,D30,Worn,CE,Run 24,1.57,13.53,10.39,2.02,16.22,80.00
6,340.00,0.08,1.20,D30,Worn,CE,Run 24,3.09,24.84,16.89,3.79,25.54,129.00
7,220.00,0.12,1.20,D30,Worn,CE,Run 24,2.07,13.17,11.77,2.57,13.17,88.00
8,340.00,0.12,1.20,D30,Worn,CE,Run 24,3.21,22.96,17.67,4.06,24.96,122.00
9,179.09,0.10,0.95,D30,Worn,CE,Run 24,1.38,9.69,8.77,1.77,10.14,61.00
10,380.91,0.10,0.95,D30,Worn,CE,Run 24,2.39,12.92,12.31,2.84,13.63,97.00
11,280.00,0.07,0.95,D30,Worn,CE,Run 24,0.98,6.54,6.19,1.22,6.84,61.00
12,280.00,0.13,0.95,D30,Worn,CE,Run 24,1.66,10.58,9.86,2.24,10.66,90.00
13,280.00,0.10,0.53,D30,Worn,CE,Run 24,1.91,21.30,9.65,2.41,21.30,94.00
14,280.00,0.10,1.37,D30,Worn,CE,Run 24,2.70,22.08,14.92,3.38,22.08,95.00
15,280.00,0.10,0.95,D30,Worn,CE,Run 24,2.37,14.22,12.57,2.85,14.22,91.00
16,280.00,0.10,0.95,D30,Worn,CE,Run 24,2.85,22.51,16.83,3.64,25.35,105.00
17,280.00,0.10,0.95,D30,Worn,CE,Run 24,2.94,23.02,17.43,3.70,23.02,104.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 25,0.70,4.07,3.30,0.86,4.22,53.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 25,0.88,5.44,4.98,1.06,5.86,56.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 25,1.75,9.53,8.99,2.21,9.53,102.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 25,1.95,10.45,9.51,2.35,11.18,99.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 25,1.47,12.45,9.80,1.86,13.13,68.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 25,1.31,8.84,7.67,1.60,9.43,68.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 25,1.87,11.94,10.38,2.37,12.14,80.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 25,1.77,11.85,10.27,2.25,11.85,90.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 25,1.64,11.77,10.61,2.09,12.78,80.00
10,380.91,0.10,0.95,D30,Worn,Chuck,Run 25,1.26,12.34,9.43,1.71,12.61,83.00
11,280.00,0.07,0.95,D30,Worn,Chuck,Run 25,0.59,7.86,4.35,0.76,7.86,49.00
12,280.00,0.13,0.95,D30,Worn,Chuck,Run 25,1.61,15.03,10.72,2.22,15.03,77.00
13,280.00,0.10,0.53,D30,Worn,Chuck,Run 25,1.93,8.07,7.50,2.15,8.07,99.00
14,280.00,0.10,1.37,D30,Worn,Chuck,Run 25,2.47,21.01,13.58,2.98,21.45,85.00
15,280.00,0.10,0.95,D30,Worn,Chuck,Run 25,1.86,10.73,8.74,2.15,10.75,94.00
16,280.00,0.10,0.95,D30,Worn,Chuck,Run 25,1.97,8.46,7.85,2.20,8.66,94.00
17,280.00,0.10,0.95,D30,Worn,Chuck,Run 25,2.45,23.50,14.24,3.10,26.50,97.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 26,0.64,4.15,3.76,0.83,4.40,48.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 26,0.83,5.45,4.74,1.01,5.45,55.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 26,1.68,9.49,9.02,2.14,10.00,101.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 26,2.08,15.29,10.90,2.57,15.29,104.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 26,1.56,21.54,10.98,2.10,21.54,69.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 26,1.25,9.73,7.84,1.54,9.93,65.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 26,1.93,12.56,10.91,2.48,12.65,79.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 26,1.81,11.29,10.29,2.31,11.29,85.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 26,1.74,17.63,12.30,2.26,18.40,73.00
10,380.91,0.10,0.95,D30,Worn,Chuck,Run 26,1.46,9.18,8.90,1.91,9.27,92.00
11,280.00,0.07,0.95,D30,Worn,Chuck,Run 26,0.66,5.26,4.37,0.82,5.26,58.00
12,280.00,0.13,0.95,D30,Worn,Chuck,Run 26,1.78,14.01,10.85,2.35,14.01,83.00
13,280.00,0.10,0.53,D30,Worn,Chuck,Run 26,1.71,7.85,7.50,1.95,8.03,95.00
14,280.00,0.10,1.37,D30,Worn,Chuck,Run 26,2.72,23.67,17.56,3.46,24.16,98.00
15,280.00,0.10,0.95,D30,Worn,Chuck,Run 26,2.20,16.37,11.27,2.62,16.61,97.00
16,280.00,0.10,0.95,D30,Worn,Chuck,Run 26,1.94,13.92,9.43,2.25,13.92,94.00
17,280.00,0.10,0.95,D30,Worn,Chuck,Run 26,2.07,14.94,9.98,2.41,14.94,92.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 27,0.95,4.62,4.50,1.22,4.65,76.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 27,0.84,5.34,4.74,1.02,5.54,55.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 27,1.77,10.10,9.19,2.24,10.20,106.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 27,2.01,10.12,9.35,2.39,10.43,103.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 27,1.29,8.55,7.90,1.58,9.33,71.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 27,1.28,8.50,7.76,1.59,8.50,64.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 27,1.83,12.09,10.90,2.35,12.46,76.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 27,1.83,11.42,10.32,2.34,11.59,76.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 27,1.51,9.74,8.71,1.85,9.74,68.00
10,380.91,0.10,0.95,D30,Worn,Chuck,Run 27,1.23,10.14,7.75,1.61,10.14,78.00
11,280.00,0.07,0.95,D30,Worn,Chuck,Run 27,0.65,4.11,3.90,0.80,4.35,60.00
12,280.00,0.13,0.95,D30,Worn,Chuck,Run 27,1.83,14.03,10.13,2.40,14.03,75.00
13,280.00,0.10,0.53,D30,Worn,Chuck,Run 27,1.61,8.11,6.79,1.84,8.11,96.00
14,280.00,0.10,1.37,D30,Worn,Chuck,Run 27,2.30,10.44,9.73,2.63,10.80,96.00
15,280.00,0.10,0.95,D30,Worn,Chuck,Run 27,1.85,9.34,8.61,2.13,10.41,95.00
16,280.00,0.10,0.95,D30,Worn,Chuck,Run 27,2.17,19.39,12.63,2.78,19.78,95.00
17,280.00,0.10,0.95,D30,Worn,Chuck,Run 27,2.05,14.98,11.20,2.47,14.98,91.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 28,0.73,3.93,3.64,0.91,4.33,59.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 28,0.85,5.31,4.67,1.02,5.53,48.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 28,1.70,8.83,8.39,2.16,8.83,104.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 28,1.91,11.65,9.87,2.33,11.65,104.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 28,1.45,10.10,8.47,1.77,10.87,66.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 28,1.24,7.97,6.93,1.53,8.48,63.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 28,1.63,10.60,9.72,2.09,11.35,76.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 28,1.73,12.65,10.58,2.23,13.70,76.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 28,1.66,14.07,11.50,2.17,15.16,64.00
10,380.91,0.10,0.95,D30,Worn,Chuck,Run 28,1.56,16.04,9.71,2.05,16.04,98.00
11,280.00,0.07,0.95,D30,Worn,Chuck,Run 28,0.60,5.25,4.10,0.77,5.49,51.00
12,280.00,0.13,0.95,D30,Worn,Chuck,Run 28,1.68,13.41,9.82,2.23,13.41,91.00
13,280.00,0.10,0.53,D30,Worn,Chuck,Run 28,1.88,9.19,7.77,2.10,9.19,99.00
14,280.00,0.10,1.37,D30,Worn,Chuck,Run 28,2.37,18.21,12.03,2.78,18.21,88.00
15,280.00,0.10,0.95,D30,Worn,Chuck,Run 28,1.89,15.08,10.23,2.24,15.08,89.00
16,280.00,0.10,0.95,D30,Worn,Chuck,Run 28,1.97,9.62,8.29,2.22,10.34,95.00
17,280.00,0.10,0.95,D30,Worn,Chuck,Run 28,2.20,14.13,9.72,2.51,14.13,100.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 29,0.92,4.82,4.56,1.18,4.99,74.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 29,0.83,4.81,4.50,1.01,4.81,56.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 29,1.74,9.29,8.79,2.19,9.88,102.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 29,2.11,12.02,9.83,2.51,12.02,112.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 29,1.51,15.76,9.70,1.92,16.67,63.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 29,1.85,27.64,12.25,2.58,27.64,80.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 29,2.24,31.32,14.96,3.04,31.32,81.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 29,1.85,10.85,9.93,2.34,10.85,86.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 29,1.68,13.17,10.96,2.13,14.91,74.00
10,380.91,0.10,0.95,D30,Worn,Chuck,Run 29,1.54,10.56,9.11,1.98,11.05,92.00
11,280.00,0.07,0.95,D30,Worn,Chuck,Run 29,0.70,4.14,3.94,0.85,4.20,58.00
12,280.00,0.13,0.95,D30,Worn,Chuck,Run 29,1.58,9.74,9.11,2.14,10.12,92.00
13,280.00,0.10,0.53,D30,Worn,Chuck,Run 29,1.70,7.75,7.00,1.92,7.92,97.00
14,280.00,0.10,1.37,D30,Worn,Chuck,Run 29,2.45,18.31,11.97,2.88,19.45,99.00
15,280.00,0.10,0.95,D30,Worn,Chuck,Run 29,2.37,19.44,12.11,2.86,19.44,110.00
16,280.00,0.10,0.95,D30,Worn,Chuck,Run 29,2.07,18.17,10.45,2.48,18.17,100.00
17,280.00,0.10,0.95,D30,Worn,Chuck,Run 29,2.15,16.08,10.01,2.50,16.08,98.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 30,0.77,4.15,3.96,0.98,4.29,57.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 30,0.80,4.59,4.26,0.97,4.63,61.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 30,1.73,9.55,8.92,2.19,9.73,97.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 30,2.08,11.67,9.96,2.51,11.67,100.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 30,1.24,8.93,7.65,1.52,9.02,62.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 30,1.31,8.95,7.51,1.60,9.64,68.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 30,1.98,15.80,11.70,2.54,15.80,76.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 30,1.83,11.03,10.12,2.35,11.03,77.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 30,1.76,15.15,12.74,2.30,19.32,72.00
10,380.91,0.10,0.95,D30,Worn,Chuck,Run 30,1.42,14.52,9.54,1.96,14.86,74.00
11,280.00,0.07,0.95,D30,Worn,Chuck,Run 30,0.68,4.95,4.21,0.83,4.95,58.00
12,280.00,0.13,0.95,D30,Worn,Chuck,Run 30,1.73,11.70,10.48,2.23,12.40,101.00
13,280.00,0.10,0.53,D30,Worn,Chuck,Run 30,1.64,8.02,7.24,1.88,8.39,88.00
14,280.00,0.10,1.37,D30,Worn,Chuck,Run 30,2.54,19.50,14.63,3.05,20.77,102.00
15,280.00,0.10,0.95,D30,Worn,Chuck,Run 30,1.79,8.68,8.25,2.06,9.00,98.00
16,280.00,0.10,0.95,D30,Worn,Chuck,Run 30,1.84,10.23,8.65,2.11,10.44,97.00
17,280.00,0.10,0.95,D30,Worn,Chuck,Run 30,20.30,26.26,11.10,2.50,23.26,84.00
1,220.00,0.08,0.70,D30,Worn,Chuck,Run 31,0.69,4.21,3.23,0.84,4.21,51.00
2,340.00,0.08,0.70,D30,Worn,Chuck,Run 31,0.82,5.81,4.59,0.98,5.85,49.00
3,220.00,0.12,0.70,D30,Worn,Chuck,Run 31,1.77,8.68,8.49,2.18,8.80,106.00
4,340.00,0.12,0.70,D30,Worn,Chuck,Run 31,1.91,9.92,9.51,2.31,10.21,115.00
5,220.00,0.08,1.20,D30,Worn,Chuck,Run 31,1.42,10.33,8.76,1.77,11.63,66.00
6,340.00,0.08,1.20,D30,Worn,Chuck,Run 31,1.29,9.96,8.26,1.60,11.59,63.00
7,220.00,0.12,1.20,D30,Worn,Chuck,Run 31,1.77,11.19,10.22,2.32,11.87,83.00
8,340.00,0.12,1.20,D30,Worn,Chuck,Run 31,1.79,11.41,10.10,2.27,11.41,84.00
9,179.09,0.10,0.95,D30,Worn,Chuck,Run 31,1.70,15.20,11.94,2.21,17.59,81.00
